area,centroid_r,centroid_c,dist_center,boundary_frac,color_frac_among_nonbg,is_rarest_color,is_unique_color,bbox_h,bbox_w,bbox_aspect,fill_ratio,color,n_pixels_same_color_grid,task_id,component_id,n_subjects_touched,n_subjects_total,mean_touch_priority,median_touch_priority
1,12.0,12.0,5.656854249492381,1.0,0.07079646017699115,0.0,0.0,1,1,1.0,1.0,3,8,32597951,92,181,190,0.6377445067851261,0.6153846153846154
1,13.0,7.0,5.0990195135927845,1.0,0.07079646017699115,0.0,0.0,1,1,1.0,1.0,3,8,32597951,93,5,190,0.4805956908622792,0.4
1,13.0,10.0,5.385164807134504,1.0,0.07079646017699115,0.0,0.0,1,1,1.0,1.0,3,8,32597951,94,5,190,0.48770261295217254,0.4666666666666667
1,14.0,8.0,6.0,1.0,0.07079646017699115,0.0,0.0,1,1,1.0,1.0,3,8,32597951,95,4,190,0.46972489305783494,0.4144223918575064
1,14.0,11.0,6.708203932499369,1.0,0.07079646017699115,0.0,0.0,1,1,1.0,1.0,3,8,32597951,96,4,190,0.45245841844373846,0.3588396946564886
7,12.714285714285714,8.285714285714286,4.722935787090439,1.0,0.1415929203539823,1.0,0.0,4,4,1.0,0.4375,8,16,32597951,97,3,190,0.22374763914004422,0.23809523809523808
7,12.285714285714286,10.714285714285714,5.072937401304201,1.0,0.1415929203539823,1.0,0.0,4,4,1.0,0.4375,8,16,32597951,98,15,190,0.46298193319429104,0.42028985507246375
1,11.0,12.0,5.0,1.0,0.1415929203539823,1.0,0.0,1,1,1.0,1.0,8,16,32597951,99,12,190,0.5488520012490066,0.4807692307692308
1,14.0,7.0,6.082762530298219,1.0,0.1415929203539823,1.0,0.0,1,1,1.0,1.0,8,16,32597951,100,1,190,0.15066666666666667,0.15066666666666667
1,1.0,5.0,2.8284271247461903,1.0,0.25,1.0,0.0,1,1,1.0,1.0,1,4,3aa6fb7a,0,9,196,0.5459684564947723,0.45454545454545453
1,2.0,1.0,2.23606797749979,1.0,0.25,1.0,0.0,1,1,1.0,1.0,1,4,3aa6fb7a,1,2,196,0.45676691729323304,0.45676691729323304
1,3.0,4.0,1.0,1.0,0.25,1.0,0.0,1,1,1.0,1.0,1,4,3aa6fb7a,2,11,196,0.5332118174223438,0.6
1,5.0,0.0,3.605551275463989,1.0,0.25,1.0,0.0,1,1,1.0,1.0,1,4,3aa6fb7a,3,9,196,0.2526374859708193,0.05555555555555555
3,0.3333333333333333,5.666666666666667,3.7712361663282534,1.0,0.75,1.0,0.0,2,2,1.0,0.75,8,12,3aa6fb7a,4,194,196,0.6853214142823475,0.6666666666666666
3,1.3333333333333333,0.3333333333333333,3.1446603773522015,1.0,0.75,1.0,0.0,2,2,1.0,0.75,8,12,3aa6fb7a,5,11,196,0.2912505091930929,0.3333333333333333
3,3.6666666666666665,3.3333333333333335,0.7453559924999298,1.0,0.75,1.0,0.0,2,2,1.0,0.75,8,12,3aa6fb7a,6,194,196,0.5457967004358757,0.6666666666666666
3,5.666666666666667,0.6666666666666666,3.5433819375782165,1.0,0.75,1.0,0.0,2,2,1.0,0.75,8,12,3aa6fb7a,7,194,196,0.6672056782067634,0.6666666666666666
1,0.0,2.0,4.301162633521313,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,0,3,192,0.042501517911353974,0.05555555555555555
1,1.0,1.0,4.743416490252569,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,1,185,192,0.04810431238348337,0.0
1,1.0,3.0,2.9154759474226504,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,2,186,192,0.1800426748095945,0.13043478260869565
1,2.0,2.0,3.5355339059327378,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,3,186,192,0.11763621635943948,0.08695652173913043
1,3.0,1.0,4.527692569068709,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,4,187,192,0.0894440047156983,0.043478260869565216
1,3.0,3.0,2.5495097567963922,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,5,186,192,0.22003289944073207,0.17391304347826086
1,4.0,2.0,3.8078865529319543,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,6,3,192,0.2962962962962963,0.3333333333333333
1,5.0,1.0,5.1478150704935,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,7,185,192,0.3588598558438382,0.34782608695652173
1,5.0,3.0,3.5355339059327378,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,3,9,3ac3eb23,8,186,192,0.4823847488956119,0.4782608695652174
1,0.0,6.0,2.5495097567963922,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,9,0,192,,
1,1.0,5.0,1.5811388300841898,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,10,185,192,0.3033894779046937,0.2608695652173913
1,1.0,7.0,2.1213203435596424,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,11,0,192,,
1,2.0,6.0,0.7071067811865476,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,12,0,192,,
1,3.0,5.0,0.7071067811865476,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,13,186,192,0.33773425981509353,0.30434782608695654
1,3.0,7.0,1.5811388300841898,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,14,0,192,,
1,4.0,6.0,1.5811388300841898,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,15,0,192,,
1,5.0,5.0,2.5495097567963922,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,16,186,192,0.5954009793695966,0.6086956521739131
1,5.0,7.0,2.9154759474226504,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,6,9,3ac3eb23,17,0,192,,
1,0.0,9.0,4.301162633521313,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,18,0,192,,
1,1.0,8.0,2.9154759474226504,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,19,0,192,,
1,1.0,10.0,4.743416490252569,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,20,0,192,,
1,2.0,9.0,3.5355339059327378,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,21,0,192,,
1,3.0,8.0,2.5495097567963922,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,22,0,192,,
1,3.0,10.0,4.527692569068709,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,23,0,192,,
1,4.0,9.0,3.8078865529319543,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,24,0,192,,
1,5.0,8.0,3.5355339059327378,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,25,0,192,,
1,5.0,10.0,5.1478150704935,1.0,0.3333333333333333,1.0,0.0,1,1,1.0,1.0,7,9,3ac3eb23,26,0,192,,
8,2.0,2.0,4.949747468305833,1.0,0.2898550724637681,1.0,0.0,3,3,1.0,0.8888888888888888,3,20,3befdf3e,0,174,186,0.07671728565607476,0.0125
12,7.5,7.5,2.8284271247461903,1.0,0.2898550724637681,1.0,0.0,4,4,1.0,0.75,3,20,3befdf3e,1,178,186,0.30720818796020305,0.3088235294117647
3,0.0,2.0,6.519202405202649,1.0,0.7101449275362319,0.0,0.0,1,3,0.3333333333333333,1.0,8,49,3befdf3e,2,172,186,0.3286580449550419,0.2647058823529412
3,2.0,0.0,6.519202405202649,1.0,0.7101449275362319,0.0,0.0,3,1,3.0,1.0,8,49,3befdf3e,3,175,186,0.2917179232996044,0.21428571428571427
3,2.0,4.0,3.8078865529319543,1.0,0.7101449275362319,0.0,0.0,3,1,3.0,1.0,8,49,3befdf3e,4,179,186,0.32023728558801634,0.22058823529411764
1,2.0,2.0,4.949747468305833,1.0,0.7101449275362319,0.0,0.0,1,1,1.0,1.0,8,49,3befdf3e,5,171,186,0.14184696888750262,0.10810810810810811
3,4.0,2.0,3.8078865529319543,1.0,0.7101449275362319,0.0,0.0,1,3,0.3333333333333333,1.0,8,49,3befdf3e,6,175,186,0.3085221258265126,0.22058823529411764
8,4.5,7.5,2.23606797749979,1.0,0.7101449275362319,0.0,0.0,2,4,0.5,1.0,8,49,3befdf3e,7,179,186,0.621420560340905,0.6617647058823529
8,7.5,4.5,2.23606797749979,1.0,0.7101449275362319,0.0,0.0,4,2,2.0,1.0,8,49,3befdf3e,8,180,186,0.492132458495482,0.5441176470588235
8,7.5,10.5,5.385164807134504,1.0,0.7101449275362319,0.0,0.0,4,2,2.0,1.0,8,49,3befdf3e,9,177,186,0.6808812880971827,0.7246376811594203
4,7.5,7.5,2.8284271247461903,1.0,0.7101449275362319,0.0,0.0,2,2,1.0,1.0,8,49,3befdf3e,10,174,186,0.3511081330632905,0.3088235294117647
8,10.5,7.5,5.385164807134504,1.0,0.7101449275362319,0.0,0.0,2,4,0.5,1.0,8,49,3befdf3e,11,174,186,0.6372948813891154,0.6617647058823529
1,0.0,0.0,11.597413504743201,1.0,0.8235294117647058,0.0,0.0,1,1,1.0,1.0,0,42,3eda0437,0,6,187,0.4013190806779048,0.2948663329428054
1,0.0,5.0,6.670832032063167,1.0,0.8235294117647058,0.0,0.0,1,1,1.0,1.0,0,42,3eda0437,1,0,187,,
1,0.0,7.0,4.743416490252569,1.0,0.8235294117647058,0.0,0.0,1,1,1.0,1.0,0,42,3eda0437,2,0,187,,
17,1.4705882352941178,8.588235294117647,2.9119132463597297,1.0,0.8235294117647058,0.0,0.0,4,10,0.4,0.425,0,42,3eda0437,3,0,187,,
5,0.2,16.6,5.263078946776308,1.0,0.8235294117647058,0.0,0.0,2,4,0.5,0.625,0,42,3eda0437,4,0,187,,
1,0.0,21.0,9.617692030835672,1.0,0.8235294117647058,0.0,0.0,1,1,1.0,1.0,0,42,3eda0437,5,0,187,,
2,0.5,23.0,11.543396380615196,1.0,0.8235294117647058,0.0,0.0,2,1,2.0,1.0,0,42,3eda0437,6,0,187,,
5,2.0,14.0,2.5495097567963922,0.8,0.8235294117647058,0.0,0.0,3,3,1.0,0.5555555555555556,0,42,3eda0437,7,0,187,,
3,2.6666666666666665,0.3333333333333333,11.22744652873286,1.0,0.8235294117647058,0.0,0.0,2,2,1.0,0.75,0,42,3eda0437,8,178,187,0.3374861957883115,0.2792207792207792
2,2.0,18.5,7.0178344238090995,1.0,0.8235294117647058,0.0,0.0,1,2,0.5,1.0,0,42,3eda0437,9,0,187,,
1,3.0,17.0,5.70087712549569,1.0,0.8235294117647058,0.0,0.0,1,1,1.0,1.0,0,42,3eda0437,10,0,187,,
3,3.0,21.0,9.617692030835672,1.0,0.8235294117647058,0.0,0.0,1,3,0.3333333333333333,1.0,0,42,3eda0437,11,0,187,,
9,1.0,2.0,9.513148795220223,0.8888888888888888,0.17647058823529413,1.0,1.0,3,3,1.0,1.0,6,9,3eda0437,12,178,187,0.20838741628826815,0.125
27,3.3333333333333335,5.888888888888889,2.003084041924439,0.9259259259259259,0.8780487804878049,1.0,0.0,9,6,1.5,0.5,0,36,4258a5f9,0,189,189,0.22438125474007367,0.20512820512820512
6,4.0,0.5,3.5,1.0,0.8780487804878049,1.0,0.0,3,2,1.5,1.0,0,36,4258a5f9,1,5,189,0.27322352444303666,0.1951219512195122
3,7.0,3.0,3.1622776601683795,1.0,0.8780487804878049,1.0,0.0,3,1,3.0,1.0,0,36,4258a5f9,2,184,189,0.644687478260006,0.7527777777777778
1,1.0,1.0,4.242640687119285,1.0,0.12195121951219512,0.0,0.0,1,1,1.0,1.0,5,5,4258a5f9,3,8,189,0.03383838383838384,0.0
1,2.0,7.0,3.605551275463989,1.0,0.12195121951219512,0.0,0.0,1,1,1.0,1.0,5,5,4258a5f9,4,183,189,0.6734766471509676,0.6233766233766234
1,4.0,3.0,1.0,1.0,0.12195121951219512,0.0,0.0,1,1,1.0,1.0,5,5,4258a5f9,5,183,189,0.33791529277324817,0.34146341463414637
1,7.0,1.0,4.242640687119285,1.0,0.12195121951219512,0.0,0.0,1,1,1.0,1.0,5,5,4258a5f9,6,182,189,0.6889296965590966,0.7476139978791092
1,7.0,5.0,3.1622776601683795,1.0,0.12195121951219512,0.0,0.0,1,1,1.0,1.0,5,5,4258a5f9,7,2,189,0.8308823529411764,0.8308823529411764
11,5.0,3.0,6.0,1.0,1.0,1.0,0.0,11,1,11.0,1.0,0,59,42a15761,0,54,169,0.2515862872994714,0.1751918158567775
11,5.0,7.0,2.0,1.0,1.0,1.0,0.0,11,1,11.0,1.0,0,59,42a15761,1,151,169,0.13269104727105244,0.03867403314917127
11,5.0,11.0,2.0,1.0,1.0,1.0,0.0,11,1,11.0,1.0,0,59,42a15761,2,0,169,,
11,5.0,15.0,6.0,1.0,1.0,1.0,0.0,11,1,11.0,1.0,0,59,42a15761,3,0,169,,
1,1.0,9.0,4.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,4,143,169,0.40792455430851765,0.42857142857142855
1,1.0,13.0,5.656854249492381,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,5,0,169,,
1,1.0,17.0,8.94427190999916,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,6,0,169,,
1,3.0,17.0,8.246211251235321,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,7,0,169,,
1,5.0,5.0,4.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,8,140,169,0.35027311981149406,0.2857142857142857
1,5.0,9.0,0.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,9,130,169,0.41711643778256524,0.3333333333333333
1,5.0,13.0,4.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,10,0,169,,
1,5.0,17.0,8.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,11,0,169,,
1,7.0,1.0,8.246211251235321,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,12,6,169,0.33632354098350364,0.3324829931972789
1,7.0,9.0,2.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,13,6,169,0.405265612268515,0.525
1,7.0,13.0,4.47213595499958,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,14,0,169,,
1,7.0,17.0,8.246211251235321,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,15,0,169,,
1,9.0,5.0,5.656854249492381,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,16,46,169,0.34387903226467187,0.2814710042432815
1,9.0,13.0,5.656854249492381,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,17,0,169,,
1,9.0,17.0,8.94427190999916,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0,59,42a15761,18,0,169,,
45,4.955555555555556,6.022222222222222,9.323341212141958,0.5555555555555556,0.1624548736462094,1.0,1.0,7,9,0.7777777777777778,0.7142857142857143,1,45,4b6b68e5,0,184,188,0.11962052744923139,0.011834733893557423
36,5.055555555555555,5.944444444444445,9.288915470456384,1.0,0.1299638989169675,1.0,1.0,9,11,0.8181818181818182,0.36363636363636365,2,36,4b6b68e5,1,183,188,0.07482858540279397,0.013513513513513514
38,6.921052631578948,17.894736842105264,8.48630149236937,1.0,0.1371841155234657,1.0,1.0,13,8,1.625,0.36538461538461536,3,38,4b6b68e5,2,183,188,0.4732161773423813,0.5663716814159292
50,17.82,6.8,7.098760455178073,0.54,0.18050541516245489,1.0,1.0,8,8,1.0,0.78125,4,50,4b6b68e5,3,182,188,0.34537782489326685,0.29775280898876405
19,20.157894736842106,17.57894736842105,9.777369426823723,1.0,0.06859205776173286,1.0,1.0,6,7,0.8571428571428571,0.4523809523809524,7,19,4b6b68e5,4,172,188,0.661678635843019,0.8747863247863248
51,6.764705882352941,18.0,8.668540743165309,0.5490196078431373,0.3212996389891697,0.0,0.0,11,6,1.8333333333333333,0.7727272727272727,8,89,4b6b68e5,5,182,188,0.47282746947025983,0.573531888276758
38,17.894736842105264,6.7631578947368425,7.1791962451072315,1.0,0.3212996389891697,0.0,0.0,10,10,1.0,0.38,8,89,4b6b68e5,6,180,188,0.33955387187697805,0.2902065606806986
8,4.0,10.0,2.23606797749979,1.0,0.47058823529411764,1.0,1.0,3,3,1.0,0.8888888888888888,2,8,5168d44c,0,0,191,,
1,4.0,0.0,8.06225774829855,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,1,0,191,,
1,4.0,2.0,6.082762530298219,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,2,1,191,0.0,0.0
1,4.0,4.0,4.123105625617661,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,3,12,191,0.19194841313768837,0.10960960960960961
1,4.0,6.0,2.23606797749979,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,4,0,191,,
1,4.0,8.0,1.0,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,5,0,191,,
1,4.0,10.0,2.23606797749979,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,6,0,191,,
1,4.0,12.0,4.123105625617661,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,7,0,191,,
1,4.0,14.0,6.082762530298219,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,8,0,191,,
1,4.0,16.0,8.06225774829855,1.0,0.5294117647058824,0.0,0.0,1,1,1.0,1.0,3,9,5168d44c,9,0,191,,
1,2.0,2.0,8.902246907382429,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,0,14,172,0.2615965886780272,0.22299554565701557
1,3.0,3.0,7.5,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,1,162,172,0.13514225424711457,0.0
1,4.0,14.0,8.200609733428363,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,2,24,172,0.49589000441355213,0.4935064935064935
1,5.0,5.0,4.716990566028302,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,3,165,172,0.15823358954487157,0.043478260869565216
1,7.0,7.0,2.0615528128088303,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,4,161,172,0.21001892069255043,0.08333333333333333
1,8.0,8.0,1.118033988749895,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,5,160,172,0.23859819672364058,0.125
1,9.0,9.0,1.5,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,6,161,172,0.25529433406630725,0.16666666666666666
1,10.0,10.0,2.692582403567252,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,7,14,172,0.5566697012386806,0.6402853260869565
1,17.0,9.0,8.139410298049853,1.0,0.2727272727272727,1.0,0.0,1,1,1.0,1.0,1,9,55783887,8,0,172,,
1,0.0,8.0,9.013878188659973,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,9,111,172,0.5274194278184573,0.5
1,0.0,12.0,10.062305898749054,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,10,111,172,0.6798031976412916,0.75
1,1.0,7.0,8.0156097709407,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,11,113,172,0.5106599507972145,0.4583333333333333
1,1.0,11.0,8.73212459828649,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,12,113,172,0.6510424263427791,0.7083333333333334
1,2.0,6.0,7.158910531638177,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,13,112,172,0.48110447359786335,0.4198717948717949
1,2.0,10.0,7.433034373659253,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,14,115,172,0.6181757500915338,0.6666666666666666
1,3.0,5.0,6.5,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,15,112,172,0.43576000987812996,0.375
1,3.0,9.0,6.18465843842649,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,16,114,172,0.6019779807531601,0.625
1,4.0,4.0,6.103277807866851,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,17,37,172,0.29002373056346537,0.21052631578947367
1,4.0,8.0,5.024937810560445,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,18,113,172,0.5707768356805438,0.5833333333333334
1,5.0,3.0,6.020797289396148,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,19,112,172,0.3811854079014199,0.3333333333333333
1,5.0,7.0,4.031128874149275,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,20,114,172,0.529168558875845,0.5416666666666666
1,6.0,2.0,6.264982043070834,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,21,114,172,0.42578733338263863,0.4
1,6.0,6.0,3.3541019662496847,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,22,35,172,0.3878052791526706,0.3157894736842105
1,7.0,1.0,6.800735254367722,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,23,114,172,0.4513840865103676,0.4198717948717949
1,7.0,5.0,3.2015621187164243,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,24,112,172,0.5557398770151846,0.5801282051282051
1,7.0,14.0,6.800735254367722,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,25,22,172,0.5813843025991203,0.6254175946547884
1,8.0,0.0,7.566372975210778,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,26,111,172,0.47042079153878014,0.41379310344827586
1,8.0,4.0,3.640054944640259,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,27,112,172,0.5972601003005532,0.6201923076923077
1,9.0,3.0,4.5,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,28,114,172,0.6380928776665558,0.6712328767123288
1,10.0,2.0,5.5901699437494745,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,29,112,172,0.6587345198921256,0.6923076923076923
1,11.0,1.0,6.800735254367722,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,30,112,172,0.673324136144382,0.7278846153846154
1,12.0,0.0,8.077747210701755,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,31,112,172,0.709498900045675,0.7608058608058608
1,15.0,2.0,8.139410298049853,1.0,0.7272727272727273,0.0,0.0,1,1,1.0,1.0,6,24,55783887,32,15,172,0.5404323638319679,0.543661971830986
1,0.0,3.0,4.743416490252569,1.0,0.5,1.0,0.0,1,1,1.0,1.0,1,7,5c0a986e,0,17,200,0.2322054864943228,0.14285714285714285
1,1.0,4.0,3.5355339059327378,1.0,0.5,1.0,0.0,1,1,1.0,1.0,1,7,5c0a986e,1,18,200,0.13840185537811955,0.0
1,2.0,5.0,2.5495097567963922,1.0,0.5,1.0,0.0,1,1,1.0,1.0,1,7,5c0a986e,2,10,200,0.31665977160094805,0.15966386554621848
4,3.5,6.5,2.23606797749979,1.0,0.5,1.0,0.0,2,2,1.0,1.0,1,7,5c0a986e,3,187,200,0.4003859337124335,0.5714285714285714
4,5.5,2.5,2.23606797749979,1.0,0.5,1.0,0.0,2,2,1.0,1.0,2,7,5c0a986e,4,190,200,0.3282614585697844,0.37412587412587417
1,7.0,4.0,2.5495097567963922,1.0,0.5,1.0,0.0,1,1,1.0,1.0,2,7,5c0a986e,5,9,200,0.47555651320357206,0.52
1,8.0,5.0,3.5355339059327378,1.0,0.5,1.0,0.0,1,1,1.0,1.0,2,7,5c0a986e,6,18,200,0.2965478621825371,0.2928571428571428
1,9.0,6.0,4.743416490252569,1.0,0.5,1.0,0.0,1,1,1.0,1.0,2,7,5c0a986e,7,17,200,0.3806075922903459,0.4
60,5.5,4.5,3.0413812651491097,0.4666666666666667,0.49586776859504134,1.0,1.0,6,10,0.6,1.0,1,60,6455b5f5,0,181,185,0.07392280599396533,0.041666666666666664
52,6.769230769230769,7.653846153846154,0.7844645405527362,0.9807692307692307,0.4297520661157025,1.0,1.0,13,16,0.8125,0.25,2,52,6455b5f5,1,182,185,0.03910492579580295,0.02127659574468085
3,10.0,1.0,7.632168761236874,1.0,0.0743801652892562,0.0,0.0,1,3,0.3333333333333333,1.0,8,9,6455b5f5,2,7,185,0.40185575802496615,0.4975124378109453
3,11.0,11.0,6.103277807866851,1.0,0.0743801652892562,0.0,0.0,3,1,3.0,1.0,8,9,6455b5f5,3,157,185,0.7407254679321861,0.9102564102564102
3,12.0,1.0,8.845903006477066,1.0,0.0743801652892562,0.0,0.0,1,3,0.3333333333333333,1.0,8,9,6455b5f5,4,22,185,0.5379057503069528,0.5731184422921711
1,4.0,7.0,2.5495097567963922,1.0,0.16666666666666666,0.0,0.0,1,1,1.0,1.0,1,3,69889d6e,0,180,189,0.3058260628416072,0.3076923076923077
2,6.0,3.5,1.8027756377319946,1.0,0.16666666666666666,0.0,0.0,1,2,0.5,1.0,1,3,69889d6e,1,55,189,0.4101118620548485,0.2631578947368421
15,6.066666666666666,5.066666666666666,1.6659998666133062,1.0,0.8333333333333334,1.0,1.0,7,9,0.7777777777777778,0.23809523809523808,2,15,69889d6e,2,188,189,0.30694192116703667,0.3333333333333333
6,2.6666666666666665,1.3333333333333333,5.95585612840188,1.0,0.43103448275862066,0.0,0.0,4,2,2.0,0.75,1,25,6a1e5592,0,188,190,0.1855753679406164,0.08824561403508771
11,2.6363636363636362,7.0,1.8636363636363638,0.9090909090909091,0.43103448275862066,0.0,0.0,4,3,1.3333333333333333,0.9166666666666666,1,25,6a1e5592,1,171,190,0.40550515421809724,0.3880597014925373
8,2.375,12.125,5.548085255293037,1.0,0.43103448275862066,0.0,0.0,3,4,0.75,0.6666666666666666,1,25,6a1e5592,2,0,190,,
33,0.7575757575757576,6.9393939393939394,3.7429149475865526,0.9393939393939394,0.5689655172413793,1.0,1.0,3,15,0.2,0.7333333333333333,2,33,6a1e5592,3,189,190,0.12368166172010052,0.02
8,4.375,6.0,6.206095793653205,1.0,0.14705882352941177,1.0,0.0,3,5,0.6,0.5333333333333333,1,10,6d58a25d,0,174,181,0.11899764707549165,0.0
1,6.0,3.0,7.3824115301167,1.0,0.14705882352941177,1.0,0.0,1,1,1.0,1.0,1,10,6d58a25d,1,5,181,0.317666033153838,0.24242424242424243
1,6.0,9.0,3.5355339059327378,1.0,0.14705882352941177,1.0,0.0,1,1,1.0,1.0,1,10,6d58a25d,2,18,181,0.29976733038944414,0.2792328042328042
1,1.0,4.0,10.124228365658293,1.0,0.8529411764705882,0.0,0.0,1,1,1.0,1.0,6,58,6d58a25d,3,1,181,0.49056603773584906,0.49056603773584906
1,1.0,10.0,8.514693182963201,1.0,0.8529411764705882,0.0,0.0,1,1,1.0,1.0,6,58,6d58a25d,4,1,181,0.46078431372549017,0.46078431372549017
